# id, x, y, group_0, group_1, intens_0, intens_1, dissimil
2309706003001,1210711.51621,9555652.92952,70.9566414315,21.1286992429,70.9566414315,21.1286992429,0.000612541176531
2309706003002,1210862.69591,9567256.06312,60.847992783,31.5741993685,60.847992783,31.5741993685,7.50277803879e-05
2309706003003,1213918.16228,9564081.12988,68.3670195701,26.0186076355,68.3670195701,26.0186076355,0.000337625626397
2309805001001,1177981.24265,9533262.67046,70.021978022,21.1428571429,70.021978022,21.1428571429,0.00059142426697
2309904001001,978895.249476,9556469.24988,60.2601156069,34.1040462428,60.2601156069,34.1040462428,0.000200778895253
2310001001001,1275092.84274,9475723.40361,58.179787828,37.4651032942,58.179787828,37.4651032942,0.000396324018243
2310100001001,1185104.05813,9541236.0131,70.1671667381,21.9888555508,70.1671667381,21.9888555508,0.000556863079703
2310209003001,1168210.00281,9614081.6513,71.5768981181,23.6210253082,71.5768981181,23.6210253082,0.0005149430084
2310209003002,1158973.28029,9612331.77498,68.8737623762,26.3613861386,68.8737623762,26.3613861386,0.00033343934331
2310258003001,1147290.94153,9619344.7274,71.7691776088,24.6371803732,71.7691776088,24.6371803732,0.000473822562382
2310308003001,985486.204705,9290042.4066,57.34870317,33.3717579251,57.34870317,33.3717579251,0.000231918834438
2310308003002,981346.931722,9321458.84356,54.642097803,40.0425230333,54.642097803,40.0425230333,0.000588849389328
2310407001001,1122606.91896,9537865.15754,65.1996370236,30.8529945554,65.1996370236,30.8529945554,5.2524171661e-05
2310506003001,1086122.44939,9393446.58617,68.8197767145,27.033492823,68.8197767145,27.033492823,0.000302270793544
2310506003002,1071467.41988,9389952.62182,71.3830916166,26.6006367174,71.3830916166,26.6006367174,0.000377763075912
2310605001001,1156985.38432,9135198.72542,67.3533083645,27.5905118602,67.3533083645,27.5905118602,0.000245278994231
2310704003001,1132484.72818,9573514.94225,65.8327847268,30.4147465438,65.8327847268,30.4147465438,8.59530136843e-05
