COD_MUN,Nome,State,Candidate,Round,Votes,Tot_Votes,Pct_Votes
3156452,Rosário da Limeira,MG,DILMA VANA ROUSSEFF,2,2761,3811,72.44817633167148
3146602,Paiva,MG,DILMA VANA ROUSSEFF,2,698,1197,58.31244778613199
3167509,Simão Pereira,MG,DILMA VANA ROUSSEFF,2,1244,2091,59.49306551889049
3118809,Coração de Jesus,MG,DILMA VANA ROUSSEFF,2,12033,14518,82.88331726133076
3305307,São Sebastião do Alto,RJ,DILMA VANA ROUSSEFF,2,2708,4776,56.700167504187604
4202099,Barra Bonita,SC,DILMA VANA ROUSSEFF,2,769,1495,51.438127090301
4101507,Arapongas,PR,DILMA VANA ROUSSEFF,2,13987,62748,22.290750302798497
4103503,Califórnia,PR,DILMA VANA ROUSSEFF,2,1680,5271,31.872509960159363
4310579,Itapuca,RS,DILMA VANA ROUSSEFF,2,752,1417,53.06986591390262
4201406,Araranguá,SC,DILMA VANA ROUSSEFF,2,16630,37168,44.74278949634094
4306205,Cruzeiro do Sul,RS,DILMA VANA ROUSSEFF,2,3933,8124,48.412112259970456
4108205,Formosa do Oeste,PR,DILMA VANA ROUSSEFF,2,2093,4925,42.49746192893401
4116950,Nova Esperança do Sudoeste,PR,DILMA VANA ROUSSEFF,2,2384,3587,66.46222470030666
4126652,Sulina,PR,DILMA VANA ROUSSEFF,2,1356,2298,59.00783289817232
4320354,Sentinela do Sul,RS,DILMA VANA ROUSSEFF,2,1908,3353,56.904264837458996
4120150,Porto Barreiro,PR,DILMA VANA ROUSSEFF,2,1362,2415,56.39751552795032
4122008,Rio Azul,PR,DILMA VANA ROUSSEFF,2,3378,8802,38.37764144512611
4121356,Rancho Alegre D'Oeste,PR,DILMA VANA ROUSSEFF,2,822,1840,44.67391304347826
4318424,São João da Urtiga,RS,DILMA VANA ROUSSEFF,2,1481,3316,44.66224366706876
4116406,Nossa Senhora das Graças,PR,DILMA VANA ROUSSEFF,2,1465,2507,58.43637814120463
4114203,Mandaguari,PR,DILMA VANA ROUSSEFF,2,8035,20680,38.85396518375242
5003207,Corumbá,MS,DILMA VANA ROUSSEFF,2,27625,49022,56.3522500101995
5209903,Iaciara,GO,DILMA VANA ROUSSEFF,2,3119,5246,59.45482272207396
5220702,Sítio d'Abadia,GO,DILMA VANA ROUSSEFF,2,871,1556,55.976863753213365
5206909,Davinópolis,GO,DILMA VANA ROUSSEFF,2,1094,1921,56.94950546590317
5104609,Itiquira,MT,DILMA VANA ROUSSEFF,2,2629,5356,49.085138162808065
5108006,Tapurah,MT,DILMA VANA ROUSSEFF,2,1906,4919,38.747712949786546
5210158,Ipiranga de Goiás,GO,DILMA VANA ROUSSEFF,2,1082,2048,52.83203125
5108501,Vera,MT,DILMA VANA ROUSSEFF,2,2055,4427,46.419697311949406
5210604,Itaguaru,GO,DILMA VANA ROUSSEFF,2,2178,3910,55.70332480818414
5211602,Ivolândia,GO,DILMA VANA ROUSSEFF,2,1190,2028,58.67850098619329
1501006,Aveiro,PA,DILMA VANA ROUSSEFF,2,4174,5705,73.16389132340052
1703602,Brasilândia do Tocantins,TO,DILMA VANA ROUSSEFF,2,723,1218,59.35960591133005
1304062,Tabatinga,AM,DILMA VANA ROUSSEFF,2,14730,19179,76.80275301110589
1720259,São Salvador do Tocantins,TO,DILMA VANA ROUSSEFF,2,1062,1339,79.31292008961913
1101500,Seringueiras,RO,DILMA VANA ROUSSEFF,2,3196,6316,50.60164661177961
1100049,Cacoal,RO,DILMA VANA ROUSSEFF,2,14585,41755,34.92994850916058
1300839,Caapiranga,AM,DILMA VANA ROUSSEFF,2,3930,4524,86.87002652519894
1100189,Pimenta Bueno,RO,DILMA VANA ROUSSEFF,2,6775,17565,38.5710219185881
2304251,Cruz,CE,DILMA VANA ROUSSEFF,2,9477,13547,69.95644792204916
2202174,Campo Largo do Piauí,PI,DILMA VANA ROUSSEFF,2,2719,3255,83.53302611367127
2929800,Saúde,BA,DILMA VANA ROUSSEFF,2,4165,5581,74.62820283103386
2111631,São Raimundo do Doca Bezerra,MA,DILMA VANA ROUSSEFF,2,2690,3151,85.3697238971755
2605400,Feira Nova,PE,DILMA VANA ROUSSEFF,2,7750,12293,63.04400878548767
2609709,Orobó,PE,DILMA VANA ROUSSEFF,2,9178,12410,73.95648670427076
2204402,Gilbués,PI,DILMA VANA ROUSSEFF,2,4044,5009,80.73467758035537
2700508,Barra de Santo Antônio,AL,DILMA VANA ROUSSEFF,2,4832,7297,66.21899410716733
2920106,Mairi,BA,DILMA VANA ROUSSEFF,2,6895,9203,74.9212213408671
2601003,Angelim,PE,DILMA VANA ROUSSEFF,2,4351,5893,73.833361615476
2800670,Boquim,SE,DILMA VANA ROUSSEFF,2,10625,14999,70.83805587039136
2302107,Baturité,CE,DILMA VANA ROUSSEFF,2,15360,19202,79.9916675346318
2511608,Pilões,PB,DILMA VANA ROUSSEFF,2,3299,4479,73.65483366822951
2502151,Boa Vista,PB,DILMA VANA ROUSSEFF,2,2761,4528,60.976148409893995
2412203,São José de Mipibu,RN,DILMA VANA ROUSSEFF,2,14413,20482,70.36910457963089
2512754,Riachão do Bacamarte,PB,DILMA VANA ROUSSEFF,2,2086,2919,71.46282973621103
2502409,Bonito de Santa Fé,PB,DILMA VANA ROUSSEFF,2,3877,5444,71.21601763409258
2210052,São José do Divino,PI,DILMA VANA ROUSSEFF,2,2695,3454,78.02547770700637
2509305,Mataraca,PB,DILMA VANA ROUSSEFF,2,3243,4829,67.15676123420998
2516201,Sousa,PB,DILMA VANA ROUSSEFF,2,27089,35480,76.35005636978579
2931202,Taperoá,BA,DILMA VANA ROUSSEFF,2,5763,8584,67.13653308480895
2600203,Afrânio,PE,DILMA VANA ROUSSEFF,2,9003,11796,76.32248219735503
2615805,Tupanatinga,PE,DILMA VANA ROUSSEFF,2,8126,10014,81.14639504693429
2113009,Vitorino Freire,MA,DILMA VANA ROUSSEFF,2,12149,15479,78.48698236320176
3126208,Formoso,MG,DILMA VANA ROUSSEFF,2,2258,3897,57.942006671798815
3202603,Iconha,ES,DILMA VANA ROUSSEFF,2,3604,8598,41.916724819725516
3138351,Leme do Prado,MG,DILMA VANA ROUSSEFF,2,1483,2510,59.08366533864542
3152170,Ponto dos Volantes,MG,DILMA VANA ROUSSEFF,2,3500,5509,63.53240152477764
3203106,Jerônimo Monteiro,ES,DILMA VANA ROUSSEFF,2,3562,7066,50.4104160769884
3517802,Guaraçaí,SP,DILMA VANA ROUSSEFF,2,1950,5032,38.751987281399046
3148004,Patos de Minas,MG,DILMA VANA ROUSSEFF,2,40254,79403,50.69581753838016
3510708,Cardoso,SP,DILMA VANA ROUSSEFF,2,3043,7000,43.471428571428575
3110004,Caeté,MG,DILMA VANA ROUSSEFF,2,10807,24979,43.26434204731975
3530201,Mirante do Paranapanema,SP,DILMA VANA ROUSSEFF,2,5322,9952,53.47668810289389
3519907,Iepê,SP,DILMA VANA ROUSSEFF,2,1459,4597,31.73809005873396
3150539,Pingo-d'Água,MG,DILMA VANA ROUSSEFF,2,1893,2774,68.24080749819755
3164472,São Sebastião do Anta,MG,DILMA VANA ROUSSEFF,2,2237,3581,62.468584194359124
3151909,Pocrane,MG,DILMA VANA ROUSSEFF,2,2964,5316,55.75620767494357
3502705,Apiaí,SP,DILMA VANA ROUSSEFF,2,7475,13890,53.81569474442045
3504107,Atibaia,SP,DILMA VANA ROUSSEFF,2,15188,75945,19.998683257620648
3532405,Nazaré Paulista,SP,DILMA VANA ROUSSEFF,2,2380,9622,24.73498233215548
3509700,Campos do Jordão,SP,DILMA VANA ROUSSEFF,2,6957,27135,25.63847429519071
3535606,Paraibuna,SP,DILMA VANA ROUSSEFF,2,3937,10486,37.54529849322907
3164902,São Sebastião do Rio Verde,MG,DILMA VANA ROUSSEFF,2,505,1594,31.681304893350067
3157336,Santa Cruz de Minas,MG,DILMA VANA ROUSSEFF,2,2213,5140,43.054474708171206
3160702,Santos Dumont,MG,DILMA VANA ROUSSEFF,2,20351,29114,69.9010785189256
3138682,Luislândia,MG,DILMA VANA ROUSSEFF,2,3308,3750,88.21333333333334
4121000,Querência do Norte,PR,DILMA VANA ROUSSEFF,2,3781,6321,59.816484733428254
4214508,Rio do Campo,SC,DILMA VANA ROUSSEFF,2,1439,4226,34.05111216280171
4214706,Rio dos Cedros,SC,DILMA VANA ROUSSEFF,2,1629,6755,24.115470022205773
4124707,São Jerônimo da Serra,PR,DILMA VANA ROUSSEFF,2,3341,6160,54.23701298701299
4312385,Monte Belo do Sul,RS,DILMA VANA ROUSSEFF,2,816,2331,35.006435006435005
4313037,Nova Esperança do Sul,RS,DILMA VANA ROUSSEFF,2,1240,3175,39.05511811023622
4122909,Salto do Itararé,PR,DILMA VANA ROUSSEFF,2,1641,3238,50.67943174799259
4314159,Paverama,RS,DILMA VANA ROUSSEFF,2,3014,4715,63.9236479321315
4306759,Doutor Ricardo,RS,DILMA VANA ROUSSEFF,2,636,1537,41.37931034482759
4313391,Novo Cabrais,RS,DILMA VANA ROUSSEFF,2,1311,2835,46.24338624338624
4128609,Verê,PR,DILMA VANA ROUSSEFF,2,3359,5647,59.48291128032584
4321832,Três Forquilhas,RS,DILMA VANA ROUSSEFF,2,1093,2047,53.395212506106496
4311759,Manoel Viana,RS,DILMA VANA ROUSSEFF,2,2629,4163,63.15157338457843
4318101,São Francisco de Assis,RS,DILMA VANA ROUSSEFF,2,6280,11469,54.75629959019967
4313441,Novo Tiradentes,RS,DILMA VANA ROUSSEFF,2,709,1382,51.30246020260492
4313805,Palmitinho,RS,DILMA VANA ROUSSEFF,2,2899,4893,59.24790517065195
4103909,Campina da Lagoa,PR,DILMA VANA ROUSSEFF,2,3992,9082,43.955075974454964
4219606,Xavantina,SC,DILMA VANA ROUSSEFF,2,1475,3106,47.48873148744366
4207908,Irineópolis,SC,DILMA VANA ROUSSEFF,2,3146,6295,49.97617156473392
4319208,São Nicolau,RS,DILMA VANA ROUSSEFF,2,1918,3156,60.773130544993656
5100607,Alto Taquari,MT,DILMA VANA ROUSSEFF,2,1353,4141,32.67326732673268
5210000,Inhumas,GO,DILMA VANA ROUSSEFF,2,11865,29185,40.65444577694021
5221007,Taquaral de Goiás,GO,DILMA VANA ROUSSEFF,2,1116,2842,39.268121041520054
5108600,Vila Rica,MT,DILMA VANA ROUSSEFF,2,2636,8429,31.272986119349866
1100700,Campo Novo de Rondônia,RO,DILMA VANA ROUSSEFF,2,3026,5804,52.13645761543763
1717206,Piraquê,TO,DILMA VANA ROUSSEFF,2,1010,1662,60.770156438026476
1301308,Codajás,AM,DILMA VANA ROUSSEFF,2,6930,8695,79.700977573318
2902500,Baianópolis,BA,DILMA VANA ROUSSEFF,2,6478,7943,81.55608712073524
2111508,São Mateus do Maranhão,MA,DILMA VANA ROUSSEFF,2,14541,17648,82.39460562103355
2500577,Algodão de Jandaíra,PB,DILMA VANA ROUSSEFF,2,1866,2091,89.23959827833573
2616308,Vicência,PE,DILMA VANA ROUSSEFF,2,9446,15130,62.432253800396566
2209856,São João da Canabrava,PI,DILMA VANA ROUSSEFF,2,2587,3160,81.86708860759494
2406304,Lagoa de Pedras,RN,DILMA VANA ROUSSEFF,2,3838,4753,80.74900063118031
2907806,Cícero Dantas,BA,DILMA VANA ROUSSEFF,2,12479,17202,72.54389024532031
2203271,Curral Novo do Piauí,PI,DILMA VANA ROUSSEFF,2,2429,2700,89.96296296296296
2207934,Pedro Laurentino,PI,DILMA VANA ROUSSEFF,2,1480,1839,80.47852093529092
2506103,Fagundes,PB,DILMA VANA ROUSSEFF,2,5584,6998,79.79422692197771
2900702,Alagoinhas,BA,DILMA VANA ROUSSEFF,2,50335,76585,65.72435855585297
2515971,Sobrado,PB,DILMA VANA ROUSSEFF,2,3397,4818,70.50643420506434
2922409,Mutuípe,BA,DILMA VANA ROUSSEFF,2,6637,11800,56.24576271186441
2905206,Caetité,BA,DILMA VANA ROUSSEFF,2,19805,28103,70.47290324876347
2903508,Belo Campo,BA,DILMA VANA ROUSSEFF,2,5574,9174,60.75866579463701
2603900,Carnaíba,PE,DILMA VANA ROUSSEFF,2,8842,10377,85.20767081044617
2205508,José de Freitas,PI,DILMA VANA ROUSSEFF,2,21014,24237,86.70214960597433
2311108,Porteiras,CE,DILMA VANA ROUSSEFF,2,8546,9475,90.19525065963062
2102507,Cajari,MA,DILMA VANA ROUSSEFF,2,8500,9138,93.01816590063471
2902708,Barra,BA,DILMA VANA ROUSSEFF,2,19941,23350,85.40042826552462
2508000,Juru,PB,DILMA VANA ROUSSEFF,2,4453,5188,85.83269082498073
2708303,São José da Laje,AL,DILMA VANA ROUSSEFF,2,6540,11702,55.88788241326269
2917706,Jaguarari,BA,DILMA VANA ROUSSEFF,2,11648,16439,70.8558914775838
2602605,Brejo da Madre de Deus,PE,DILMA VANA ROUSSEFF,2,13867,21813,63.57218172649337
2104552,Governador Edison Lobão,MA,DILMA VANA ROUSSEFF,2,6327,8705,72.68236645605974
2703809,Joaquim Gomes,AL,DILMA VANA ROUSSEFF,2,5653,8588,65.82440614811364
3200169,Água Doce do Norte,ES,DILMA VANA ROUSSEFF,2,4618,7209,64.0588153696768
3202108,Ecoporanga,ES,DILMA VANA ROUSSEFF,2,8427,13431,62.74290819745365
3112307,Capelinha,MG,DILMA VANA ROUSSEFF,2,9798,17784,55.094466936572196
3501103,Alto Alegre,SP,DILMA VANA ROUSSEFF,2,848,2789,30.40516314091072
3536901,Pedranópolis,SP,DILMA VANA ROUSSEFF,2,963,1784,53.97982062780269
3521804,Itaí,SP,DILMA VANA ROUSSEFF,2,4589,12540,36.59489633173843
3153608,Prudente de Morais,MG,DILMA VANA ROUSSEFF,2,2662,6178,43.08837811589511
3147501,Passabém,MG,DILMA VANA ROUSSEFF,2,742,1321,56.169568508705524
3102308,Alvinópolis,MG,DILMA VANA ROUSSEFF,2,6771,9547,70.92280297475646
3125903,Ferros,MG,DILMA VANA ROUSSEFF,2,4031,6038,66.76051672739317
3541307,Presidente Epitácio,SP,DILMA VANA ROUSSEFF,2,9156,22556,40.59230359992906
3140308,Marliéria,MG,DILMA VANA ROUSSEFF,2,1734,2931,59.16069600818833
3500907,Altair,SP,DILMA VANA ROUSSEFF,2,952,2128,44.73684210526316
3525201,Jarinu,SP,DILMA VANA ROUSSEFF,2,4351,13701,31.75680607254945
3170651,Vargem Grande do Rio Pardo,MG,DILMA VANA ROUSSEFF,2,1590,2693,59.041960638692906
3113909,Carmo da Cachoeira,MG,DILMA VANA ROUSSEFF,2,3855,7152,53.901006711409394
3503158,Arapeí,SP,DILMA VANA ROUSSEFF,2,727,1731,41.99884459849798
3104908,Baependi,MG,DILMA VANA ROUSSEFF,2,6282,11799,53.2418001525553
3526100,Juquiá,SP,DILMA VANA ROUSSEFF,2,3779,10327,36.5933959523579
3529906,Miracatu,SP,DILMA VANA ROUSSEFF,2,5166,10725,48.16783216783217
3150901,Piranguçu,MG,DILMA VANA ROUSSEFF,2,1282,3633,35.28764106798789
3140902,Matipó,MG,DILMA VANA ROUSSEFF,2,7152,10677,66.98510817645406
3149002,Pedra Dourada,MG,DILMA VANA ROUSSEFF,2,1149,1717,66.91904484566103
3169901,Ubá,MG,DILMA VANA ROUSSEFF,2,30738,53203,57.774937503524235
3104403,Argirita,MG,DILMA VANA ROUSSEFF,2,1329,2043,65.05139500734214
3203346,Marechal Floriano,ES,DILMA VANA ROUSSEFF,2,3559,9573,37.17747832445419
3533502,Novo Horizonte,SP,DILMA VANA ROUSSEFF,2,5308,21158,25.08743737593345
4312138,Mato Castelhano,RS,DILMA VANA ROUSSEFF,2,622,1871,33.24425440940673
4202503,Bom Jardim da Serra,SC,DILMA VANA ROUSSEFF,2,1347,2772,48.59307359307359
4320305,Selbach,RS,DILMA VANA ROUSSEFF,2,1430,3495,40.915593705293276
4122172,Rio Branco do Ivaí,PR,DILMA VANA ROUSSEFF,2,1182,2346,50.38363171355499
4208500,Ituporanga,SC,DILMA VANA ROUSSEFF,2,4993,14654,34.072608161594104
4215455,Sangão,SC,DILMA VANA ROUSSEFF,2,2454,6353,38.6274201164804
4314753,Poço das Antas,RS,DILMA VANA ROUSSEFF,2,813,1591,51.099937146448774
4300570,Alto Feliz,RS,DILMA VANA ROUSSEFF,2,608,2033,29.906542056074763
4306403,Dois Irmãos,RS,DILMA VANA ROUSSEFF,2,8165,18534,44.054170713283696
4125209,São Jorge d'Oeste,PR,DILMA VANA ROUSSEFF,2,3136,6115,51.28372853638593
4300034,Aceguá,RS,DILMA VANA ROUSSEFF,2,1388,3083,45.021083360363285
4121505,Rebouças,PR,DILMA VANA ROUSSEFF,2,4395,9465,46.43423137876387
4307104,Herval,RS,DILMA VANA ROUSSEFF,2,2738,3990,68.62155388471179
4208005,Itá,SC,DILMA VANA ROUSSEFF,2,2123,4472,47.47316636851521
4105102,Centenário do Sul,PR,DILMA VANA ROUSSEFF,2,4468,6792,65.78327444051826
4113601,Lobato,PR,DILMA VANA ROUSSEFF,2,1613,2974,54.23671822461331
4217402,Schroeder,SC,DILMA VANA ROUSSEFF,2,3479,9913,35.09532936547967
5005202,Ladário,MS,DILMA VANA ROUSSEFF,2,5082,8981,56.586126266562744
5105150,Juína,MT,DILMA VANA ROUSSEFF,2,8748,20874,41.90859442368497
5201801,Aragoiânia,GO,DILMA VANA ROUSSEFF,2,2536,5361,47.30460734937512
5218102,Portelândia,GO,DILMA VANA ROUSSEFF,2,1149,2464,46.631493506493506
5103957,Glória D'Oeste,MT,DILMA VANA ROUSSEFF,2,838,1862,45.005370569280345
5216304,Paranaiguara,GO,DILMA VANA ROUSSEFF,2,3044,5531,55.03525583077201
5207105,Diorama,GO,DILMA VANA ROUSSEFF,2,899,1687,53.28986366330765
5103205,Colíder,MT,DILMA VANA ROUSSEFF,2,3567,15987,22.31187840120098
5007695,São Gabriel do Oeste,MS,DILMA VANA ROUSSEFF,2,4789,12910,37.09527498063517
5204706,Campinorte,GO,DILMA VANA ROUSSEFF,2,2911,6112,47.62761780104712
5203575,Bonópolis,GO,DILMA VANA ROUSSEFF,2,1307,1798,72.69187986651835
5105259,Lucas do Rio Verde,MT,DILMA VANA ROUSSEFF,2,10844,26557,40.83292540573107
5105903,Nobres,MT,DILMA VANA ROUSSEFF,2,3887,7950,48.89308176100629
29890,KUALA LUMPUR,ZZ,DILMA VANA ROUSSEFF,2,10,32,31.25
1702208,Araguatins,TO,DILMA VANA ROUSSEFF,2,8299,13582,61.102930348991315
1503705,Itupiranga,PA,DILMA VANA ROUSSEFF,2,13648,19092,71.4854389272994
1502954,Eldorado do Carajás,PA,DILMA VANA ROUSSEFF,2,7340,12097,60.67620071092006
1508407,Xinguara,PA,DILMA VANA ROUSSEFF,2,8820,19854,44.42429737080689
1721307,Tupiratins,TO,DILMA VANA ROUSSEFF,2,807,1078,74.860853432282
1200138,Bujari,AC,DILMA VANA ROUSSEFF,2,1833,5391,34.001112966054535
1101807,Vale do Paraíso,RO,DILMA VANA ROUSSEFF,2,2299,4617,49.794238683127574
1303106,Nova Olinda do Norte,AM,DILMA VANA ROUSSEFF,2,8104,9760,83.0327868852459
1507466,São João da Ponta,PA,DILMA VANA ROUSSEFF,2,2612,3926,66.53082017320428
2105948,Lago dos Rodrigues,MA,DILMA VANA ROUSSEFF,2,4262,5434,78.43209422156791
2111672,São Roberto,MA,DILMA VANA ROUSSEFF,2,2439,2832,86.12288135593221
2903805,Boa Vista do Tupim,BA,DILMA VANA ROUSSEFF,2,6016,8998,66.85930206712602
2610103,Palmeirina,PE,DILMA VANA ROUSSEFF,2,3553,4405,80.6583427922815
2408904,Parelhas,RN,DILMA VANA ROUSSEFF,2,7647,12340,61.96920583468395
2702306,Coruripe,AL,DILMA VANA ROUSSEFF,2,12319,27093,45.46930941571624
2510105,Nova Floresta,PB,DILMA VANA ROUSSEFF,2,4176,5616,74.35897435897436
2600302,Agrestina,PE,DILMA VANA ROUSSEFF,2,11683,14371,81.29566488066244
2207603,Parnaguá,PI,DILMA VANA ROUSSEFF,2,3953,4553,86.82187568636064
2405009,Jaçanã,RN,DILMA VANA ROUSSEFF,2,2513,4126,60.90644692195831
2926509,Ribeira do Amparo,BA,DILMA VANA ROUSSEFF,2,6482,7484,86.61143773383218
2607604,Ilha de Itamaracá,PE,DILMA VANA ROUSSEFF,2,9062,12301,73.66880741403138
2310506,Pedra Branca,CE,DILMA VANA ROUSSEFF,2,20160,22753,88.60370061090845
2929206,São Francisco do Conde,BA,DILMA VANA ROUSSEFF,2,17181,22244,77.23880597014924
2912301,Ibicuí,BA,DILMA VANA ROUSSEFF,2,5048,7383,68.37328999051876
2920403,Manoel Vitorino,BA,DILMA VANA ROUSSEFF,2,6369,7766,82.01133144475921
2307502,Lavras da Mangabeira,CE,DILMA VANA ROUSSEFF,2,14275,16524,86.38949406923263
2205581,Lagoa do Piauí,PI,DILMA VANA ROUSSEFF,2,2402,2949,81.45133943709733
2804300,Muribeca,SE,DILMA VANA ROUSSEFF,2,3373,4640,72.69396551724138
2918555,Jussari,BA,DILMA VANA ROUSSEFF,2,2086,3188,65.43287327478042
2902252,Arataca,BA,DILMA VANA ROUSSEFF,2,2885,4205,68.6087990487515
2609154,Manari,PE,DILMA VANA ROUSSEFF,2,6986,7941,87.97380682533687
2806800,São Domingos,SE,DILMA VANA ROUSSEFF,2,3541,5738,61.71139769954688
2309904,Pacujá,CE,DILMA VANA ROUSSEFF,2,3334,3940,84.61928934010152
2615201,Terra Nova,PE,DILMA VANA ROUSSEFF,2,5625,6252,89.97120921305182
2303659,Catunda,CE,DILMA VANA ROUSSEFF,2,4880,5465,89.29551692589203
2505006,Cubati,PB,DILMA VANA ROUSSEFF,2,3254,4708,69.11639762107052
2506202,Frei Martinho,PB,DILMA VANA ROUSSEFF,2,1576,2099,75.08337303477846
2615003,Taquaritinga do Norte,PE,DILMA VANA ROUSSEFF,2,6908,14248,48.48399775407074
3121001,Datas,MG,DILMA VANA ROUSSEFF,2,2016,3083,65.39085306519624
3169703,Turmalina,MG,DILMA VANA ROUSSEFF,2,7559,10382,72.80870737815451
3202652,Irupi,ES,DILMA VANA ROUSSEFF,2,2557,6356,40.22970421648836
3105202,Bandeira,MG,DILMA VANA ROUSSEFF,2,2191,2870,76.34146341463415
3134202,Ituiutaba,MG,DILMA VANA ROUSSEFF,2,40377,57937,69.69121632117646
3142809,Monte Alegre de Minas,MG,DILMA VANA ROUSSEFF,2,7035,10880,64.65992647058823
3103801,Arapuá,MG,DILMA VANA ROUSSEFF,2,889,2240,39.6875
3100708,Água Comprida,MG,DILMA VANA ROUSSEFF,2,820,1552,52.83505154639175
3519600,Ibitinga,SP,DILMA VANA ROUSSEFF,2,9629,30972,31.089371044814673
3143500,Morada Nova de Minas,MG,DILMA VANA ROUSSEFF,2,2605,5182,50.270165959089155
3514304,Dourado,SP,DILMA VANA ROUSSEFF,2,1195,5422,22.039837698266325
3520509,Indaiatuba,SP,DILMA VANA ROUSSEFF,2,37797,113899,33.18466360547503
3115409,Catas Altas da Noruega,MG,DILMA VANA ROUSSEFF,2,1650,2417,68.26644600744724
3544251,Rosana,SP,DILMA VANA ROUSSEFF,2,6568,10504,62.528560548362535
3541406,Presidente Prudente,SP,DILMA VANA ROUSSEFF,2,36406,122177,29.79775244113049
3140100,Marilac,MG,DILMA VANA ROUSSEFF,2,1716,2773,61.882437793003966
3516606,Gália,SP,DILMA VANA ROUSSEFF,2,1474,3898,37.81426372498717
3123403,Doresópolis,MG,DILMA VANA ROUSSEFF,2,530,1227,43.194784026079866
3122355,Divisa Alegre,MG,DILMA VANA ROUSSEFF,2,1908,3236,58.96168108776267
3162302,São João da Mata,MG,DILMA VANA ROUSSEFF,2,882,2221,39.71184151283206
3101300,Alagoa,MG,DILMA VANA ROUSSEFF,2,456,1828,24.945295404814004
3166204,Senhora dos Remédios,MG,DILMA VANA ROUSSEFF,2,3666,6020,60.897009966777404
3546801,Santa Isabel,SP,DILMA VANA ROUSSEFF,2,9203,29615,31.075468512578087
3205010,Sooretama,ES,DILMA VANA ROUSSEFF,2,7793,12480,62.44391025641025
3301207,Carmo,RJ,DILMA VANA ROUSSEFF,2,5767,9883,58.352726904786
4208401,Itapiranga,SC,DILMA VANA ROUSSEFF,2,3302,9550,34.575916230366495
4214003,Presidente Getúlio,SC,DILMA VANA ROUSSEFF,2,3475,9704,35.80997526793075
4107603,Faxinal,PR,DILMA VANA ROUSSEFF,2,2959,9167,32.278826224500925
4202701,Botuverá,SC,DILMA VANA ROUSSEFF,2,1058,3331,31.762233563494448
4211504,Nova Trento,SC,DILMA VANA ROUSSEFF,2,2532,8293,30.53177378511998
4201208,Antônio Carlos,SC,DILMA VANA ROUSSEFF,2,1810,5809,31.158547082113962
4124004,Santana do Itararé,PR,DILMA VANA ROUSSEFF,2,1669,3363,49.6283080582813
4218103,Timbé do Sul,SC,DILMA VANA ROUSSEFF,2,1590,3748,42.42262540021345
4107157,Diamante D'Oeste,PR,DILMA VANA ROUSSEFF,2,1650,2885,57.19237435008665
4127700,Toledo,PR,DILMA VANA ROUSSEFF,2,28916,74387,38.87238361541667
4104600,Capitão Leônidas Marques,PR,DILMA VANA ROUSSEFF,2,4943,8955,55.198213288665556
4311734,Mampituba,RS,DILMA VANA ROUSSEFF,2,1189,2191,54.267457781834786
4122156,Rio Bonito do Iguaçu,PR,DILMA VANA ROUSSEFF,2,5583,7899,70.67983289023927
4104451,Cantagalo,PR,DILMA VANA ROUSSEFF,2,3492,6662,52.41669168417893
4209458,Lajeado Grande,SC,DILMA VANA ROUSSEFF,2,673,1291,52.13013168086754
4204459,Coronel Martins,SC,DILMA VANA ROUSSEFF,2,937,1727,54.25593514765489
4203907,Capinzal,SC,DILMA VANA ROUSSEFF,2,4668,12829,36.38631226128303
4219309,Videira,SC,DILMA VANA ROUSSEFF,2,8439,27561,30.6193534342005
4123402,Santa Fé,PR,DILMA VANA ROUSSEFF,2,2993,6592,45.40351941747573
4215802,São Bento do Sul,SC,DILMA VANA ROUSSEFF,2,12736,48291,26.373444327100287
4305157,Cerro Grande,RS,DILMA VANA ROUSSEFF,2,1009,1614,62.51548946716233
4115200,Maringá,PR,DILMA VANA ROUSSEFF,2,70875,208355,34.01646228792205
5101407,Aripuanã,MT,DILMA VANA ROUSSEFF,2,3144,8034,39.133681852128454
5200175,Água Fria de Goiás,GO,DILMA VANA ROUSSEFF,2,1083,2948,36.73677069199457
5215306,Orizona,GO,DILMA VANA ROUSSEFF,2,3340,8640,38.657407407407405
5201207,Anhanguera,GO,DILMA VANA ROUSSEFF,2,401,746,53.75335120643432
5212956,Matrinchã,GO,DILMA VANA ROUSSEFF,2,1165,2599,44.824932666410156
5100250,Alta Floresta,MT,DILMA VANA ROUSSEFF,2,11457,26392,43.41088208548045
5108907,Nova Maringá,MT,DILMA VANA ROUSSEFF,2,1194,2506,47.64565043894653
5107909,Sinop,MT,DILMA VANA ROUSSEFF,2,23067,60982,37.82591584401955
5219100,Santa Bárbara de Goiás,GO,DILMA VANA ROUSSEFF,2,1552,3552,43.69369369369369
29254,ABIDJAN,ZZ,DILMA VANA ROUSSEFF,2,33,47,70.2127659574468
29947,LIMA,ZZ,DILMA VANA ROUSSEFF,2,103,491,20.977596741344197
1700301,Aguiarnópolis,TO,DILMA VANA ROUSSEFF,2,1813,2620,69.19847328244275
1505502,Paragominas,PA,DILMA VANA ROUSSEFF,2,24496,47096,52.01290980125701
1508084,Tucumã,PA,DILMA VANA ROUSSEFF,2,8303,16273,51.02316720948811
1709302,Guaraí,TO,DILMA VANA ROUSSEFF,2,6202,11794,52.58606070883501
1301654,Guajará,AM,DILMA VANA ROUSSEFF,2,3478,4791,72.5944479231893
1301951,Itamarati,AM,DILMA VANA ROUSSEFF,2,2602,3842,67.72514315460697
