COD_MUN,Nome,State,Candidate,Round,Votes,Tot_Votes,Pct_Votes
2310951,Pires Ferreira,CE,DILMA VANA ROUSSEFF,2,4543,5451,83.34250596220876
2414902,Viçosa,RN,DILMA VANA ROUSSEFF,2,927,1125,82.39999999999999
2610806,Pedra,PE,DILMA VANA ROUSSEFF,2,9286,12204,76.08980662078008
2100402,Altamira do Maranhão,MA,DILMA VANA ROUSSEFF,2,2741,3337,82.13964638897212
3170404,Unaí,MG,DILMA VANA ROUSSEFF,2,18266,43505,41.985978623146764
3301801,Engenheiro Paulo de Frontin,RJ,DILMA VANA ROUSSEFF,2,3358,7146,46.99132381752029
3143104,Monte Carmelo,MG,DILMA VANA ROUSSEFF,2,17546,26856,65.33363121834972
3201001,Boa Esperança,ES,DILMA VANA ROUSSEFF,2,4778,7934,60.22183009831107
3168903,Tiros,MG,DILMA VANA ROUSSEFF,2,1394,3876,35.96491228070175
3150703,Pirajuba,MG,DILMA VANA ROUSSEFF,2,1633,2873,56.839540549947785
3552700,Tabatinga,SP,DILMA VANA ROUSSEFF,2,2785,8463,32.90795226279097
3511706,Charqueada,SP,DILMA VANA ROUSSEFF,2,1827,9584,19.06302170283806
3156007,Rio Vermelho,MG,DILMA VANA ROUSSEFF,2,3969,6171,64.31696645600388
3147105,Pará de Minas,MG,DILMA VANA ROUSSEFF,2,20092,45787,43.881451066896716
3540309,Pontes Gestal,SP,DILMA VANA ROUSSEFF,2,597,1834,32.55179934569248
3556107,Valentim Gentil,SP,DILMA VANA ROUSSEFF,2,2504,6910,36.23733719247467
3301009,Campos dos Goytacazes,RJ,DILMA VANA ROUSSEFF,2,129689,237341,54.64247643685668
3133907,Itaverava,MG,DILMA VANA ROUSSEFF,2,2813,4044,69.55984174085064
3554201,Tejupá,SP,DILMA VANA ROUSSEFF,2,1214,2896,41.91988950276243
3161809,São Gonçalo do Pará,MG,DILMA VANA ROUSSEFF,2,2342,6045,38.742762613730356
3132909,Itamogi,MG,DILMA VANA ROUSSEFF,2,3225,6830,47.218155197657396
3503505,Areias,SP,DILMA VANA ROUSSEFF,2,1180,2381,49.5590088198236
3133105,Itanhandu,MG,DILMA VANA ROUSSEFF,2,3347,9244,36.20726958026828
3112208,Capela Nova,MG,DILMA VANA ROUSSEFF,2,1716,3113,55.12367491166078
3518909,Guzolândia,SP,DILMA VANA ROUSSEFF,2,1618,2892,55.94744121715076
3203130,João Neiva,ES,DILMA VANA ROUSSEFF,2,3893,9860,39.48275862068966
3166006,Senhora de Oliveira,MG,DILMA VANA ROUSSEFF,2,2317,3794,61.07011070110702
3541000,Praia Grande,SP,DILMA VANA ROUSSEFF,2,51529,136755,37.6797923293481
3145455,Olhos-d'Água,MG,DILMA VANA ROUSSEFF,2,2566,3310,77.5226586102719
4215109,Rodeio,SC,DILMA VANA ROUSSEFF,2,1524,7254,21.009098428453267
4202008,Balneário Camboriú,SC,DILMA VANA ROUSSEFF,2,15400,63810,24.134148252624982
4323309,Vila Flores,RS,DILMA VANA ROUSSEFF,2,622,2529,24.594701463028866
4322806,Veranópolis,RS,DILMA VANA ROUSSEFF,2,2899,14402,20.129148729343147
4119202,Pinhalão,PR,DILMA VANA ROUSSEFF,2,1552,4183,37.10255797274683
4121703,Reserva,PR,DILMA VANA ROUSSEFF,2,6178,14982,41.236150046722734
4207007,Içara,SC,DILMA VANA ROUSSEFF,2,13463,30407,44.2759890814615
4217956,Tigrinhos,SC,DILMA VANA ROUSSEFF,2,985,1533,64.25309849967384
4101606,Arapoti,PR,DILMA VANA ROUSSEFF,2,4645,14024,33.1217912150599
4301750,Barão do Triunfo,RS,DILMA VANA ROUSSEFF,2,1699,3902,43.54177344951307
4300604,Alvorada,RS,DILMA VANA ROUSSEFF,2,52796,104186,50.674754765515516
4109104,Guaporema,PR,DILMA VANA ROUSSEFF,2,687,1467,46.830265848670756
4219507,Xanxerê,SC,DILMA VANA ROUSSEFF,2,14142,26641,53.08359295822229
4318507,São José do Norte,RS,DILMA VANA ROUSSEFF,2,9225,16701,55.23621340039519
4116109,Moreira Sales,PR,DILMA VANA ROUSSEFF,2,3156,7480,42.19251336898396
4317806,Santo Augusto,RS,DILMA VANA ROUSSEFF,2,5159,8874,58.13612801442416
4204509,Corupá,SC,DILMA VANA ROUSSEFF,2,2837,9366,30.290412128977152
4210605,Massaranduba,SC,DILMA VANA ROUSSEFF,2,2660,10154,26.196572779200316
4111100,Itambé,PR,DILMA VANA ROUSSEFF,2,1648,3966,41.553202218860314
5209705,Hidrolândia,GO,DILMA VANA ROUSSEFF,2,4398,10430,42.166826462128476
5217609,Planaltina,GO,DILMA VANA ROUSSEFF,2,20512,38096,53.84292314153717
5205455,Cezarina,GO,DILMA VANA ROUSSEFF,2,2769,5405,51.23034227567067
5106000,Nortelândia,MT,DILMA VANA ROUSSEFF,2,1803,3597,50.12510425354462
5212105,Joviânia,GO,DILMA VANA ROUSSEFF,2,1891,4207,44.94889469931067
5102678,Campo Verde,MT,DILMA VANA ROUSSEFF,2,8016,18466,43.40950936856926
5107297,São José do Povo,MT,DILMA VANA ROUSSEFF,2,1152,2000,57.599999999999994
5004908,Jaraguari,MS,DILMA VANA ROUSSEFF,2,1702,3340,50.95808383233533
5220009,São João d'Aliança,GO,DILMA VANA ROUSSEFF,2,1909,4105,46.50426309378806
5210406,Itaberaí,GO,DILMA VANA ROUSSEFF,2,10161,20231,50.224902377539415
5007976,Taquarussu,MS,DILMA VANA ROUSSEFF,2,1431,2335,61.2847965738758
5221502,Turvânia,GO,DILMA VANA ROUSSEFF,2,1481,3382,43.7906564163217
29955,LISBOA,ZZ,DILMA VANA ROUSSEFF,2,1836,5271,34.83210017074559
29343,BANGKOK,ZZ,DILMA VANA ROUSSEFF,2,8,52,15.384615384615385
1400050,Alto Alegre,RR,DILMA VANA ROUSSEFF,2,3588,6762,53.06122448979592
1722107,Xambioá,TO,DILMA VANA ROUSSEFF,2,3730,5773,64.6111207344535
1600303,Macapá,AP,DILMA VANA ROUSSEFF,2,130334,223172,58.40069542774183
1101005,Governador Jorge Teixeira,RO,DILMA VANA ROUSSEFF,2,2388,4980,47.95180722891566
1718204,Porto Nacional,TO,DILMA VANA ROUSSEFF,2,17046,25925,65.75120540019287
1501303,Barcarena,PA,DILMA VANA ROUSSEFF,2,40527,55043,73.62789092164309
1303569,Rio Preto da Eva,AM,DILMA VANA ROUSSEFF,2,6511,9073,71.762371872589
2912608,Ibiquera,BA,DILMA VANA ROUSSEFF,2,1551,2045,75.84352078239608
2933059,Várzea da Roça,BA,DILMA VANA ROUSSEFF,2,5315,6981,76.13522417991692
2608305,Jupi,PE,DILMA VANA ROUSSEFF,2,6759,8260,81.82808716707022
2916500,Itapicuru,BA,DILMA VANA ROUSSEFF,2,12471,14897,83.71484191447942
2922904,Nova Soure,BA,DILMA VANA ROUSSEFF,2,10581,12823,82.51579193636435
2104057,Estreito,MA,DILMA VANA ROUSSEFF,2,9797,14987,65.36998732234603
2401008,Apodi,RN,DILMA VANA ROUSSEFF,2,18542,21942,84.50460304438975
2300408,Aiuaba,CE,DILMA VANA ROUSSEFF,2,6488,7207,90.02358817816013
2900108,Abaíra,BA,DILMA VANA ROUSSEFF,2,3055,4536,67.35008818342152
2913408,Igaporã,BA,DILMA VANA ROUSSEFF,2,6777,8213,82.51552416900037
2906303,Canavieiras,BA,DILMA VANA ROUSSEFF,2,10191,14928,68.26768488745981
2504207,Catingueira,PB,DILMA VANA ROUSSEFF,2,1828,2992,61.096256684491976
2412500,São Miguel,RN,DILMA VANA ROUSSEFF,2,9598,11459,83.75949035692469
2109304,Presidente Vargas,MA,DILMA VANA ROUSSEFF,2,5414,6009,90.09818605425195
2907103,Carinhanha,BA,DILMA VANA ROUSSEFF,2,9128,14077,64.84336151168573
2106201,Luís Domingues,MA,DILMA VANA ROUSSEFF,2,2321,3386,68.54695806261076
2603801,Capoeiras,PE,DILMA VANA ROUSSEFF,2,9214,10578,87.10531291359426
2611705,Riacho das Almas,PE,DILMA VANA ROUSSEFF,2,9138,13501,67.68387526849862
2515401,São Vicente do Seridó,PB,DILMA VANA ROUSSEFF,2,4328,6061,71.40735852169608
3546108,Santa Clara d'Oeste,SP,DILMA VANA ROUSSEFF,2,603,1578,38.21292775665399
3531902,Morro Agudo,SP,DILMA VANA ROUSSEFF,2,5987,15139,39.54686571107735
3534302,Orlândia,SP,DILMA VANA ROUSSEFF,2,6802,23099,29.447162214814494
3121605,Diamantina,MG,DILMA VANA ROUSSEFF,2,16023,24910,64.32356483340024
3171071,Veredinha,MG,DILMA VANA ROUSSEFF,2,2293,3322,69.02468392534618
3552304,Sud Mennucci,SP,DILMA VANA ROUSSEFF,2,2078,4752,43.72895622895623
3300456,Belford Roxo,RJ,DILMA VANA ROUSSEFF,2,162708,217464,74.82065997130559
3504701,Balbinos,SP,DILMA VANA ROUSSEFF,2,280,1025,27.31707317073171
3111101,Campina Verde,MG,DILMA VANA ROUSSEFF,2,5601,11361,49.300237655135994
3103900,Araújos,MG,DILMA VANA ROUSSEFF,2,1372,4871,28.166700882775608
3165537,Sarzedo,MG,DILMA VANA ROUSSEFF,2,7219,14174,50.93128263016792
3156700,Sabará,MG,DILMA VANA ROUSSEFF,2,31075,67597,45.97097504327115
3530508,Mococa,SP,DILMA VANA ROUSSEFF,2,10886,38236,28.47055131289884
3142304,Moeda,MG,DILMA VANA ROUSSEFF,2,1593,3608,44.15188470066519
3156809,Sabinópolis,MG,DILMA VANA ROUSSEFF,2,5342,7840,68.13775510204081
3543808,Rinópolis,SP,DILMA VANA ROUSSEFF,2,1613,5647,28.563839206658404
3541505,Presidente Venceslau,SP,DILMA VANA ROUSSEFF,2,6836,21695,31.509564415764004
3515657,Fernão,SP,DILMA VANA ROUSSEFF,2,432,1129,38.26395039858282
3527801,Lupércio,SP,DILMA VANA ROUSSEFF,2,1096,2674,40.98728496634256
3557154,Zacarias,SP,DILMA VANA ROUSSEFF,2,702,1686,41.637010676156585
3517901,Guaraci,SP,DILMA VANA ROUSSEFF,2,2793,5849,47.7517524363139
3139250,Mamonas,MG,DILMA VANA ROUSSEFF,2,3394,4110,82.57907542579075
3135100,Janaúba,MG,DILMA VANA ROUSSEFF,2,27020,36703,73.6179603847097
3104106,Arceburgo,MG,DILMA VANA ROUSSEFF,2,1594,5461,29.188793261307456
3535705,Paraíso,SP,DILMA VANA ROUSSEFF,2,875,3882,22.53992787223081
3508603,Cachoeira Paulista,SP,DILMA VANA ROUSSEFF,2,7150,17932,39.87285300022306
3114808,Carvalhos,MG,DILMA VANA ROUSSEFF,2,1311,2821,46.47288195675293
3138203,Lavras,MG,DILMA VANA ROUSSEFF,2,22846,53392,42.7891818999101
3544103,Rio Grande da Serra,SP,DILMA VANA ROUSSEFF,2,12698,25083,50.62392855719013
3110103,Caiana,MG,DILMA VANA ROUSSEFF,2,2131,2877,74.0702120264164
3113305,Carangola,MG,DILMA VANA ROUSSEFF,2,12003,17645,68.02493624256162
4123303,Santa Cruz de Monte Castelo,PR,DILMA VANA ROUSSEFF,2,3101,5261,58.94316669834632
4313425,Novo Machado,RS,DILMA VANA ROUSSEFF,2,1108,2831,39.13811374072766
4315503,Restinga Sêca,RS,DILMA VANA ROUSSEFF,2,3941,9982,39.48106591865358
4218350,Treviso,SC,DILMA VANA ROUSSEFF,2,773,3068,25.19556714471969
4117206,Nova Olímpia,PR,DILMA VANA ROUSSEFF,2,1799,3706,48.54290339989207
4204103,Caxambu do Sul,SC,DILMA VANA ROUSSEFF,2,2027,3513,57.69997153430116
4217303,Saudades,SC,DILMA VANA ROUSSEFF,2,2759,6229,44.29282388826457
4215653,Santa Rosa do Sul,SC,DILMA VANA ROUSSEFF,2,2623,5315,49.35089369708373
4307807,Estrela,RS,DILMA VANA ROUSSEFF,2,7722,19832,38.93707139975797
4320859,Tabaí,RS,DILMA VANA ROUSSEFF,2,1606,2889,55.590169608861196
4121406,Realeza,PR,DILMA VANA ROUSSEFF,2,5484,10434,52.55894192064405
4306767,Eldorado do Sul,RS,DILMA VANA ROUSSEFF,2,9893,18232,54.26173760421238
4313409,Novo Hamburgo,RS,DILMA VANA ROUSSEFF,2,57668,140019,41.18583906469836
4107546,Espigão Alto do Iguaçu,PR,DILMA VANA ROUSSEFF,2,1497,3154,47.463538363982245
4126801,Tapejara,PR,DILMA VANA ROUSSEFF,2,4988,9033,55.219749806265916
4127882,Tunas do Paraná,PR,DILMA VANA ROUSSEFF,2,1850,3527,52.45250921462999
4304853,Carlos Gomes,RS,DILMA VANA ROUSSEFF,2,606,1268,47.791798107255524
4312203,Maximiliano de Almeida,RS,DILMA VANA ROUSSEFF,2,1278,3258,39.226519337016576
4318606,São José do Ouro,RS,DILMA VANA ROUSSEFF,2,1711,4700,36.40425531914894
4218251,Timbó Grande,SC,DILMA VANA ROUSSEFF,2,2251,4239,53.10214673271998
4218301,Três Barras,SC,DILMA VANA ROUSSEFF,2,4069,10898,37.33712607817948
4305702,Condor,RS,DILMA VANA ROUSSEFF,2,2128,4499,47.29939986663703
4301958,Barra Funda,RS,DILMA VANA ROUSSEFF,2,785,1932,40.631469979296064
4215505,Santa Cecília,SC,DILMA VANA ROUSSEFF,2,3138,9144,34.31758530183727
5214838,Nova Crixás,GO,DILMA VANA ROUSSEFF,2,3283,5604,58.58315488936474
5220603,Silvânia,GO,DILMA VANA ROUSSEFF,2,4899,11296,43.369334277620396
5200555,Alto Horizonte,GO,DILMA VANA ROUSSEFF,2,1811,3923,46.16365026765231
5108303,União do Sul,MT,DILMA VANA ROUSSEFF,2,664,1644,40.38929440389295
5005806,Nioaque,MS,DILMA VANA ROUSSEFF,2,4031,7396,54.50243374797188
30465,SALTOS DO GUAIRA,ZZ,DILMA VANA ROUSSEFF,2,30,179,16.75977653631285
1503754,Jacareacanga,PA,DILMA VANA ROUSSEFF,2,1909,5030,37.95228628230616
1502939,Dom Eliseu,PA,DILMA VANA ROUSSEFF,2,12753,18565,68.69377861567466
1504752,Mojuí dos Campos,PA,DILMA VANA ROUSSEFF,2,4361,11235,38.81619937694704
1716604,Peixe,TO,DILMA VANA ROUSSEFF,2,3329,4887,68.1195007161858
1500701,Anajás,PA,DILMA VANA ROUSSEFF,2,5187,10676,48.58561258898464
1720150,São Félix do Tocantins,TO,DILMA VANA ROUSSEFF,2,541,790,68.48101265822784
2304707,Granja,CE,DILMA VANA ROUSSEFF,2,22759,27172,83.75901663477109
2206100,Matias Olímpio,PI,DILMA VANA ROUSSEFF,2,4430,5633,78.64370672820877
2306603,Itatira,CE,DILMA VANA ROUSSEFF,2,10313,11539,89.37516249241702
2908200,Conceição da Feira,BA,DILMA VANA ROUSSEFF,2,8928,11396,78.34327834327834
2924652,Pintadas,BA,DILMA VANA ROUSSEFF,2,3091,5529,55.905226984988246
2925956,Rafael Jambeiro,BA,DILMA VANA ROUSSEFF,2,7519,11406,65.92144485358583
2202901,Corrente,PI,DILMA VANA ROUSSEFF,2,10579,13045,81.09620544269835
2206654,Morro Cabeça no Tempo,PI,DILMA VANA ROUSSEFF,2,2045,2355,86.83651804670913
2506004,Esperança,PB,DILMA VANA ROUSSEFF,2,11415,17726,64.39693106171725
2411700,São Bento do Trairí,RN,DILMA VANA ROUSSEFF,2,2186,2888,75.69252077562328
2112605,Urbano Santos,MA,DILMA VANA ROUSSEFF,2,12110,13437,90.124283694277
2100436,Alto Alegre do Maranhão,MA,DILMA VANA ROUSSEFF,2,8860,10370,85.43876567020251
2105922,Lagoa do Mato,MA,DILMA VANA ROUSSEFF,2,4471,5139,87.00136213271065
2509057,Marcação,PB,DILMA VANA ROUSSEFF,2,3126,4122,75.83697234352256
2926707,Rio de Contas,BA,DILMA VANA ROUSSEFF,2,5834,8022,72.72500623285964
2305506,Iguatu,CE,DILMA VANA ROUSSEFF,2,39547,50319,78.59257934378664
2908101,Cocos,BA,DILMA VANA ROUSSEFF,2,6168,9216,66.92708333333334
2510907,Paulista,PB,DILMA VANA ROUSSEFF,2,4532,6906,65.62409498986389
2614402,Solidão,PE,DILMA VANA ROUSSEFF,2,3393,3771,89.97613365155132
2916609,Itapitanga,BA,DILMA VANA ROUSSEFF,2,2929,4100,71.4390243902439
2206753,Nossa Senhora de Nazaré,PI,DILMA VANA ROUSSEFF,2,3192,3616,88.27433628318585
2108405,Peri Mirim,MA,DILMA VANA ROUSSEFF,2,5553,6393,86.86062881276396
2500205,Aguiar,PB,DILMA VANA ROUSSEFF,2,2547,3305,77.06505295007564
2505907,Emas,PB,DILMA VANA ROUSSEFF,2,1505,2149,70.03257328990227
2204105,Francisco Ayres,PI,DILMA VANA ROUSSEFF,2,2461,2908,84.62861072902338
2312205,Santa Quitéria,CE,DILMA VANA ROUSSEFF,2,18513,23494,78.79884225759768
2410603,Rafael Godeiro,RN,DILMA VANA ROUSSEFF,2,1851,2420,76.48760330578513
2100550,Amapá do Maranhão,MA,DILMA VANA ROUSSEFF,2,2242,3125,71.744
2802700,Ilha das Flores,SE,DILMA VANA ROUSSEFF,2,3362,4775,70.40837696335078
2105708,Lago da Pedra,MA,DILMA VANA ROUSSEFF,2,15568,21827,71.32450634535209
2511400,Picuí,PB,DILMA VANA ROUSSEFF,2,8299,10830,76.6297322253001
3550902,São Simão,SP,DILMA VANA ROUSSEFF,2,2061,8479,24.30711168769902
3514502,Duartina,SP,DILMA VANA ROUSSEFF,2,2574,7637,33.70433416262931
3522901,Itapuí,SP,DILMA VANA ROUSSEFF,2,1757,6721,26.14194316321976
3142502,Monjolos,MG,DILMA VANA ROUSSEFF,2,903,1514,59.643328929986794
3200359,Alto Rio Novo,ES,DILMA VANA ROUSSEFF,2,3074,4532,67.82877316857899
3130051,Icaraí de Minas,MG,DILMA VANA ROUSSEFF,2,4268,5402,79.00777489818586
3556206,Valinhos,SP,DILMA VANA ROUSSEFF,2,17248,63708,27.07352294845231
3521606,Irapuru,SP,DILMA VANA ROUSSEFF,2,1477,3979,37.11987936667504
3542008,Quintana,SP,DILMA VANA ROUSSEFF,2,1327,3867,34.316007240755106
3553955,Tarumã,SP,DILMA VANA ROUSSEFF,2,3533,8350,42.31137724550898
3119401,Coronel Fabriciano,MG,DILMA VANA ROUSSEFF,2,31363,58715,53.41565187771439
3304151,Quissamã,RJ,DILMA VANA ROUSSEFF,2,6883,11473,59.993027107121065
3515194,Espírito Santo do Turvo,SP,DILMA VANA ROUSSEFF,2,1273,2582,49.30286599535244
3118403,Conselheiro Pena,MG,DILMA VANA ROUSSEFF,2,6419,11446,56.08072689149047
3518503,Guareí,SP,DILMA VANA ROUSSEFF,2,2169,6549,33.1195602382043
3120870,Curral de Dentro,MG,DILMA VANA ROUSSEFF,2,2282,3974,57.42325113236034
3139102,Madre de Deus de Minas,MG,DILMA VANA ROUSSEFF,2,1582,3171,49.88962472406181
3301504,Cordeiro,RJ,DILMA VANA ROUSSEFF,2,4932,10869,45.376759591498754
3529401,Mauá,SP,DILMA VANA ROUSSEFF,2,98132,224128,43.78390919474586
3172004,Visconde do Rio Branco,MG,DILMA VANA ROUSSEFF,2,13837,23482,58.925985861510945
3115904,Chácara,MG,DILMA VANA ROUSSEFF,2,1370,2110,64.92890995260665
3162658,São João do Pacuí,MG,DILMA VANA ROUSSEFF,2,2172,2601,83.50634371395617
3303401,Nova Friburgo,RJ,DILMA VANA ROUSSEFF,2,37825,97376,38.844273743016764
4215554,Santa Helena,SC,DILMA VANA ROUSSEFF,2,1023,1863,54.911433172302736
4308300,Fontoura Xavier,RS,DILMA VANA ROUSSEFF,2,3850,6186,62.237310054962826
4111506,Ivaiporã,PR,DILMA VANA ROUSSEFF,2,8070,18346,43.98779025400632
4315206,Putinga,RS,DILMA VANA ROUSSEFF,2,977,2819,34.657680028378856
4116604,Nova América da Colina,PR,DILMA VANA ROUSSEFF,2,1235,2357,52.39711497666525
4203956,Capivari de Baixo,SC,DILMA VANA ROUSSEFF,2,7291,13280,54.902108433734945
4212403,Pedras Grandes,SC,DILMA VANA ROUSSEFF,2,1052,3196,32.91614518147685
4320230,Sede Nova,RS,DILMA VANA ROUSSEFF,2,902,1988,45.372233400402415
4302378,Bom Progresso,RS,DILMA VANA ROUSSEFF,2,796,1563,50.927703134996804
4322855,Vespasiano Corrêa,RS,DILMA VANA ROUSSEFF,2,508,1732,29.330254041570434
4110052,Iguatu,PR,DILMA VANA ROUSSEFF,2,734,1587,46.25078764965343
4310330,Imbé,RS,DILMA VANA ROUSSEFF,2,6112,12005,50.91211995002083
4128658,Virmond,PR,DILMA VANA ROUSSEFF,2,1054,2734,38.551572787125096
4101309,Antônio Olinto,PR,DILMA VANA ROUSSEFF,2,2161,5015,43.09072781655035
4104204,Campo Largo,PR,DILMA VANA ROUSSEFF,2,24117,66476,36.2792586798243
4207700,Ipumirim,SC,DILMA VANA ROUSSEFF,2,2329,4829,48.22944709049493
4121109,Quinta do Sol,PR,DILMA VANA ROUSSEFF,2,1747,3367,51.88595188595188
4309506,Guarani das Missões,RS,DILMA VANA ROUSSEFF,2,2559,5167,49.525837042771435
4111902,Jaguapitã,PR,DILMA VANA ROUSSEFF,2,2607,7457,34.96043985516964
4124509,Santo Inácio,PR,DILMA VANA ROUSSEFF,2,1727,3473,49.72646127267492
5105234,Lambari D'Oeste,MT,DILMA VANA ROUSSEFF,2,1246,2914,42.759094028826354
5212907,Marzagão,GO,DILMA VANA ROUSSEFF,2,797,1405,56.72597864768684
5101605,Barão de Melgaço,MT,DILMA VANA ROUSSEFF,2,3030,3955,76.61188369152971
5213707,Montes Claros de Goiás,GO,DILMA VANA ROUSSEFF,2,2478,4517,54.85941996900598
5200829,Amaralina,GO,DILMA VANA ROUSSEFF,2,1089,1897,57.40643120716922
5204904,Campos Belos,GO,DILMA VANA ROUSSEFF,2,5893,9359,62.966128859920936
5220280,São Patrício,GO,DILMA VANA ROUSSEFF,2,592,1498,39.519359145527375
5211206,Itapuranga,GO,DILMA VANA ROUSSEFF,2,9381,15966,58.75610672679444
5211800,Jaraguá,GO,DILMA VANA ROUSSEFF,2,7989,22526,35.46568409837521
5215405,Ouro Verde de Goiás,GO,DILMA VANA ROUSSEFF,2,815,2549,31.973322871714398
29998,LUANDA,ZZ,DILMA VANA ROUSSEFF,2,42,104,40.38461538461539
29840,JACARTA,ZZ,DILMA VANA ROUSSEFF,2,1,18,5.555555555555555
30864,ZURIQUE,ZZ,DILMA VANA ROUSSEFF,2,1114,3969,28.06752330561854
30147,MONTEVIDEU,ZZ,DILMA VANA ROUSSEFF,2,403,986,40.87221095334685
1100205,Porto Velho,RO,DILMA VANA ROUSSEFF,2,110825,228335,48.53614207195568
1100130,Machadinho D'Oeste,RO,DILMA VANA ROUSSEFF,2,7776,15947,48.761522543425095
1200252,Epitaciolândia,AC,DILMA VANA ROUSSEFF,2,2529,7513,33.66165313456675
1301209,Coari,AM,DILMA VANA ROUSSEFF,2,19740,29516,66.87898089171973
1507474,São João de Pirabas,PA,DILMA VANA ROUSSEFF,2,7790,10950,71.14155251141553
2111789,Serrano do Maranhão,MA,DILMA VANA ROUSSEFF,2,4514,4815,93.74870197300103
2112233,Trizidela do Vale,MA,DILMA VANA ROUSSEFF,2,7760,10315,75.2302472127969
2211357,Várzea Branca,PI,DILMA VANA ROUSSEFF,2,2460,2857,86.10430521526077
2604007,Carpina,PE,DILMA VANA ROUSSEFF,2,25589,40491,63.19675977377689
2509339,Matinhas,PB,DILMA VANA ROUSSEFF,2,1715,2818,60.858765081618174
2600401,Água Preta,PE,DILMA VANA ROUSSEFF,2,10463,14262,73.36278221848268
2511707,Pilõezinhos,PB,DILMA VANA ROUSSEFF,2,2382,3543,67.2311600338696
2903276,Barrocas,BA,DILMA VANA ROUSSEFF,2,7042,9017,78.09692802484196
2906857,Capela do Alto Alegre,BA,DILMA VANA ROUSSEFF,2,4250,6175,68.82591093117408
2909604,Crisópolis,BA,DILMA VANA ROUSSEFF,2,8072,10367,77.86244815279252
2101509,Barão de Grajaú,MA,DILMA VANA ROUSSEFF,2,7821,9325,83.87131367292226
2311405,Quixeramobim,CE,DILMA VANA ROUSSEFF,2,31491,38974,80.80002052650485
2401206,Arês,RN,DILMA VANA ROUSSEFF,2,5645,7778,72.57649781434816
2920809,Marcionílio Souza,BA,DILMA VANA ROUSSEFF,2,3855,4813,80.09557448576771
2922805,Nova Itarana,BA,DILMA VANA ROUSSEFF,2,2516,3597,69.94717820405893
2906600,Candiba,BA,DILMA VANA ROUSSEFF,2,6319,7919,79.79542871574694
2912004,Ibiassucê,BA,DILMA VANA ROUSSEFF,2,3862,6330,61.011058451816744
2903300,Barro Preto,BA,DILMA VANA ROUSSEFF,2,2456,3894,63.07139188495121
2907707,Chorrochó,BA,DILMA VANA ROUSSEFF,2,4872,6023,80.88992196579777
2311009,Poranga,CE,DILMA VANA ROUSSEFF,2,4965,6155,80.66612510154346
2410207,Portalegre,RN,DILMA VANA ROUSSEFF,2,2801,4228,66.24881740775781
2709103,Taquarana,AL,DILMA VANA ROUSSEFF,2,6078,9225,65.88617886178861
2201176,Barra D'Alcântara,PI,DILMA VANA ROUSSEFF,2,1803,2272,79.35739436619718
2305209,Hidrolândia,CE,DILMA VANA ROUSSEFF,2,8175,10536,77.59111617312074
2930154,Serra do Ramalho,BA,DILMA VANA ROUSSEFF,2,12661,14953,84.67197217949575
2106375,Maranhãozinho,MA,DILMA VANA ROUSSEFF,2,4317,5030,85.82504970178927
2112407,Turiaçu,MA,DILMA VANA ROUSSEFF,2,13226,15623,84.65723612622415
2616001,Venturosa,PE,DILMA VANA ROUSSEFF,2,7917,9533,83.04835833420749
2514701,São José do Sabugi,PB,DILMA VANA ROUSSEFF,2,2078,3088,67.29274611398964
2906006,Campo Formoso,BA,DILMA VANA ROUSSEFF,2,26763,35695,74.9768875192604
2918357,João Dourado,BA,DILMA VANA ROUSSEFF,2,8330,11845,70.32503165892781
2932408,Uibaí,BA,DILMA VANA ROUSSEFF,2,6052,8123,74.50449341376338
3135456,Jenipapo de Minas,MG,DILMA VANA ROUSSEFF,2,1893,3162,59.867172675521815
3525805,Júlio Mesquita,SP,DILMA VANA ROUSSEFF,2,1394,2775,50.23423423423423
3506003,Bauru,SP,DILMA VANA ROUSSEFF,2,72881,192028,37.95331930760098
3137502,Lagoa Formosa,MG,DILMA VANA ROUSSEFF,2,5042,10446,48.26727934137469
3135308,Japaraíba,MG,DILMA VANA ROUSSEFF,2,1211,2595,46.666666666666664
3526902,Limeira,SP,DILMA VANA ROUSSEFF,2,43070,158123,27.2382891799422
3530904,Mombuca,SP,DILMA VANA ROUSSEFF,2,593,2296,25.827526132404184
3542107,Rafard,SP,DILMA VANA ROUSSEFF,2,1521,5990,25.392320534223707
3117876,Confins,MG,DILMA VANA ROUSSEFF,2,1504,4511,33.34072267789847
3158003,Santa Maria de Itabira,MG,DILMA VANA ROUSSEFF,2,4259,6456,65.96964064436183
3539202,Pirapozinho,SP,DILMA VANA ROUSSEFF,2,5961,14851,40.13871119789913
3127339,Gameleiras,MG,DILMA VANA ROUSSEFF,2,2295,3013,76.16993030202455
3130903,Inhapim,MG,DILMA VANA ROUSSEFF,2,8965,14439,62.088787312140724
3145372,Novorizonte,MG,DILMA VANA ROUSSEFF,2,1921,3030,63.3993399339934
3130655,Indaiabira,MG,DILMA VANA ROUSSEFF,2,2412,3807,63.35697399527187
3552809,Taboão da Serra,SP,DILMA VANA ROUSSEFF,2,64559,146674,44.01529923503825
3548807,São Caetano do Sul,SP,DILMA VANA ROUSSEFF,2,22081,101700,21.71189773844641
3523107,Itaquaquecetuba,SP,DILMA VANA ROUSSEFF,2,83679,158467,52.80531593328579
3139805,Mar de Espanha,MG,DILMA VANA ROUSSEFF,2,3820,7404,51.59373311723393
